RPGMAZMORRAS_SAVE|1
5
816|240|48|48
864|240|48|48
912|240|48|48
960|240|48|48
1008|240|48|48
1056|240|48|48
1104|240|48|48
1152|240|48|48
1200|240|48|48
1248|240|48|48
1296|240|48|48
1344|240|48|48
1392|240|48|48
-96|288|48|48
-48|288|48|48
384|288|48|48
432|288|48|48
480|288|48|48
528|288|48|48
576|288|48|48
624|288|48|48
672|288|48|48
720|288|48|48
768|288|48|48
816|288|48|48
864|288|48|48
912|288|48|48
960|288|48|48
1008|288|48|48
1056|288|48|48
1104|288|48|48
1152|288|48|48
1200|288|48|48
1248|288|48|48
1296|288|48|48
1344|288|48|48
1392|288|48|48
-96|336|48|48
-48|336|48|48
384|336|48|48
432|336|48|48
480|336|48|48
528|336|48|48
576|336|48|48
624|336|48|48
672|336|48|48
720|336|48|48
768|336|48|48
816|336|48|48
864|336|48|48
912|336|48|48
960|336|48|48
1008|336|48|48
1056|336|48|48
1104|336|48|48
1152|336|48|48
1200|336|48|48
1248|336|48|48
1296|336|48|48
1344|336|48|48
1392|336|48|48
-96|384|48|48
-48|384|48|48
0|384|48|48
48|384|48|48
96|384|48|48
288|384|48|48
336|384|48|48
384|384|48|48
432|384|48|48
480|384|48|48
528|384|48|48
576|384|48|48
624|384|48|48
672|384|48|48
720|384|48|48
768|384|48|48
816|384|48|48
864|384|48|48
912|384|48|48
960|384|48|48
1008|384|48|48
1056|384|48|48
1104|384|48|48
1152|384|48|48
1200|384|48|48
1248|384|48|48
1296|384|48|48
1344|384|48|48
1392|384|48|48
-96|432|48|48
-48|432|48|48
0|432|48|48
48|432|48|48
96|432|48|48
288|432|48|48
336|432|48|48
384|432|48|48
432|432|48|48
480|432|48|48
528|432|48|48
864|432|48|48
912|432|48|48
960|432|48|48
1008|432|48|48
1056|432|48|48
1104|432|48|48
1152|432|48|48
1200|432|48|48
1248|432|48|48
1296|432|48|48
1344|432|48|48
1392|432|48|48
-96|480|48|48
-48|480|48|48
0|480|48|48
48|480|48|48
96|480|48|48
288|480|48|48
336|480|48|48
384|480|48|48
432|480|48|48
480|480|48|48
528|480|48|48
864|480|48|48
912|480|48|48
960|480|48|48
1008|480|48|48
1056|480|48|48
1104|480|48|48
1152|480|48|48
1200|480|48|48
1248|480|48|48
1296|480|48|48
1344|480|48|48
1392|480|48|48
-96|528|48|48
432|528|48|48
480|528|48|48
528|528|48|48
864|528|48|48
912|528|48|48
960|528|48|48
1008|528|48|48
1056|528|48|48
1104|528|48|48
1152|528|48|48
1200|528|48|48
1248|528|48|48
1296|528|48|48
1344|528|48|48
1392|528|48|48
-96|576|48|48
432|576|48|48
480|576|48|48
528|576|48|48
864|576|48|48
912|576|48|48
960|576|48|48
1392|576|48|48
-96|624|48|48
432|624|48|48
480|624|48|48
528|624|48|48
864|624|48|48
912|624|48|48
960|624|48|48
1392|624|48|48
-96|672|48|48
432|672|48|48
480|672|48|48
528|672|48|48
864|672|48|48
912|672|48|48
960|672|48|48
1392|672|48|48
-96|720|48|48
1392|720|48|48
-96|768|48|48
1392|768|48|48
-96|816|48|48
1392|816|48|48
-96|864|48|48
432|864|48|48
480|864|48|48
528|864|48|48
864|864|48|48
912|864|48|48
960|864|48|48
1392|864|48|48
-96|912|48|48
432|912|48|48
480|912|48|48
528|912|48|48
864|912|48|48
912|912|48|48
960|912|48|48
1392|912|48|48
-96|960|48|48
432|960|48|48
480|960|48|48
528|960|48|48
864|960|48|48
912|960|48|48
960|960|48|48
1008|960|48|48
1056|960|48|48
1104|960|48|48
1296|960|48|48
1344|960|48|48
1392|960|48|48
-96|1008|48|48
-48|1008|48|48
0|1008|48|48
48|1008|48|48
96|1008|48|48
144|1008|48|48
192|1008|48|48
240|1008|48|48
288|1008|48|48
336|1008|48|48
384|1008|48|48
432|1008|48|48
480|1008|48|48
528|1008|48|48
864|1008|48|48
912|1008|48|48
960|1008|48|48
1008|1008|48|48
1056|1008|48|48
1104|1008|48|48
1296|1008|48|48
1344|1008|48|48
1392|1008|48|48
-96|1056|48|48
-48|1056|48|48
0|1056|48|48
48|1056|48|48
96|1056|48|48
144|1056|48|48
192|1056|48|48
240|1056|48|48
288|1056|48|48
336|1056|48|48
384|1056|48|48
432|1056|48|48
480|1056|48|48
528|1056|48|48
864|1056|48|48
912|1056|48|48
960|1056|48|48
1008|1056|48|48
1056|1056|48|48
1104|1056|48|48
1296|1056|48|48
1344|1056|48|48
1392|1056|48|48
-96|1104|48|48
-48|1104|48|48
0|1104|48|48
48|1104|48|48
96|1104|48|48
144|1104|48|48
192|1104|48|48
240|1104|48|48
288|1104|48|48
336|1104|48|48
384|1104|48|48
432|1104|48|48
480|1104|48|48
528|1104|48|48
576|1104|48|48
624|1104|48|48
672|1104|48|48
720|1104|48|48
768|1104|48|48
816|1104|48|48
864|1104|48|48
912|1104|48|48
960|1104|48|48
1008|1104|48|48
1344|1104|48|48
1392|1104|48|48
-96|1152|48|48
-48|1152|48|48
0|1152|48|48
48|1152|48|48
96|1152|48|48
144|1152|48|48
192|1152|48|48
240|1152|48|48
288|1152|48|48
336|1152|48|48
384|1152|48|48
432|1152|48|48
480|1152|48|48
528|1152|48|48
576|1152|48|48
624|1152|48|48
672|1152|48|48
720|1152|48|48
768|1152|48|48
816|1152|48|48
864|1152|48|48
912|1152|48|48
960|1152|48|48
1008|1152|48|48
1344|1152|48|48
1392|1152|48|48
-96|1200|48|48
-48|1200|48|48
0|1200|48|48
48|1200|48|48
96|1200|48|48
144|1200|48|48
192|1200|48|48
240|1200|48|48
288|1200|48|48
336|1200|48|48
384|1200|48|48
432|1200|48|48
480|1200|48|48
528|1200|48|48
576|1200|48|48
624|1200|48|48
672|1200|48|48
720|1200|48|48
768|1200|48|48
816|1200|48|48
864|1200|48|48
912|1200|48|48
960|1200|48|48
1008|1200|48|48
1344|1200|48|48
1392|1200|48|48
-96|1248|48|48
-48|1248|48|48
0|1248|48|48
48|1248|48|48
96|1248|48|48
144|1248|48|48
192|1248|48|48
240|1248|48|48
288|1248|48|48
336|1248|48|48
384|1248|48|48
432|1248|48|48
480|1248|48|48
528|1248|48|48
576|1248|48|48
624|1248|48|48
672|1248|48|48
720|1248|48|48
768|1248|48|48
816|1248|48|48
864|1248|48|48
912|1248|48|48
960|1248|48|48
1008|1248|48|48
1344|1248|48|48
1392|1248|48|48
-96|1296|48|48
-48|1296|48|48
0|1296|48|48
48|1296|48|48
96|1296|48|48
144|1296|48|48
192|1296|48|48
240|1296|48|48
288|1296|48|48
336|1296|48|48
384|1296|48|48
432|1296|48|48
480|1296|48|48
528|1296|48|48
576|1296|48|48
624|1296|48|48
672|1296|48|48
720|1296|48|48
768|1296|48|48
816|1296|48|48
864|1296|48|48
912|1296|48|48
960|1296|48|48
1008|1296|48|48
1344|1296|48|48
1392|1296|48|48
-96|1344|48|48
-48|1344|48|48
0|1344|48|48
48|1344|48|48
96|1344|48|48
144|1344|48|48
192|1344|48|48
240|1344|48|48
288|1344|48|48
336|1344|48|48
384|1344|48|48
432|1344|48|48
480|1344|48|48
528|1344|48|48
576|1344|48|48
624|1344|48|48
672|1344|48|48
720|1344|48|48
768|1344|48|48
816|1344|48|48
864|1344|48|48
912|1344|48|48
960|1344|48|48
1008|1344|48|48
1344|1344|48|48
1392|1344|48|48
-96|1392|48|48
-48|1392|48|48
0|1392|48|48
48|1392|48|48
96|1392|48|48
144|1392|48|48
192|1392|48|48
240|1392|48|48
288|1392|48|48
336|1392|48|48
384|1392|48|48
432|1392|48|48
480|1392|48|48
528|1392|48|48
576|1392|48|48
624|1392|48|48
672|1392|48|48
720|1392|48|48
768|1392|48|48
816|1392|48|48
864|1392|48|48
912|1392|48|48
960|1392|48|48
1008|1392|48|48
1344|1392|48|48
1392|1392|48|48
-96|1440|48|48
-48|1440|48|48
0|1440|48|48
48|1440|48|48
96|1440|48|48
144|1440|48|48
192|1440|48|48
240|1440|48|48
288|1440|48|48
336|1440|48|48
384|1440|48|48
432|1440|48|48
480|1440|48|48
528|1440|48|48
576|1440|48|48
624|1440|48|48
672|1440|48|48
720|1440|48|48
768|1440|48|48
816|1440|48|48
864|1440|48|48
912|1440|48|48
960|1440|48|48
1008|1440|48|48
1344|1440|48|48
1392|1440|48|48
-96|1488|48|48
-48|1488|48|48
0|1488|48|48
48|1488|48|48
96|1488|48|48
144|1488|48|48
192|1488|48|48
240|1488|48|48
288|1488|48|48
336|1488|48|48
384|1488|48|48
432|1488|48|48
480|1488|48|48
528|1488|48|48
576|1488|48|48
624|1488|48|48
672|1488|48|48
720|1488|48|48
768|1488|48|48
816|1488|48|48
864|1488|48|48
912|1488|48|48
960|1488|48|48
1008|1488|48|48
1344|1488|48|48
1392|1488|48|48
-96|1536|48|48
-48|1536|48|48
0|1536|48|48
48|1536|48|48
96|1536|48|48
144|1536|48|48
192|1536|48|48
240|1536|48|48
288|1536|48|48
336|1536|48|48
384|1536|48|48
432|1536|48|48
480|1536|48|48
528|1536|48|48
576|1536|48|48
624|1536|48|48
672|1536|48|48
720|1536|48|48
768|1536|48|48
816|1536|48|48
864|1536|48|48
912|1536|48|48
960|1536|48|48
1008|1536|48|48
1344|1536|48|48
1392|1536|48|48
-96|1584|48|48
-48|1584|48|48
0|1584|48|48
48|1584|48|48
96|1584|48|48
144|1584|48|48
192|1584|48|48
240|1584|48|48
288|1584|48|48
336|1584|48|48
384|1584|48|48
432|1584|48|48
480|1584|48|48
528|1584|48|48
576|1584|48|48
624|1584|48|48
672|1584|48|48
720|1584|48|48
768|1584|48|48
816|1584|48|48
864|1584|48|48
912|1584|48|48
960|1584|48|48
1008|1584|48|48
1344|1584|48|48
1392|1584|48|48
-96|1632|48|48
-48|1632|48|48
0|1632|48|48
48|1632|48|48
96|1632|48|48
144|1632|48|48
192|1632|48|48
240|1632|48|48
288|1632|48|48
336|1632|48|48
384|1632|48|48
432|1632|48|48
480|1632|48|48
528|1632|48|48
576|1632|48|48
624|1632|48|48
672|1632|48|48
720|1632|48|48
768|1632|48|48
816|1632|48|48
864|1632|48|48
912|1632|48|48
960|1632|48|48
1008|1632|48|48
1344|1632|48|48
1392|1632|48|48
-96|1680|48|48
-48|1680|48|48
0|1680|48|48
48|1680|48|48
96|1680|48|48
144|1680|48|48
192|1680|48|48
240|1680|48|48
288|1680|48|48
336|1680|48|48
384|1680|48|48
432|1680|48|48
480|1680|48|48
528|1680|48|48
576|1680|48|48
624|1680|48|48
672|1680|48|48
720|1680|48|48
768|1680|48|48
816|1680|48|48
864|1680|48|48
912|1680|48|48
960|1680|48|48
1008|1680|48|48
1344|1680|48|48
1392|1680|48|48
-96|1728|48|48
-48|1728|48|48
0|1728|48|48
48|1728|48|48
96|1728|48|48
144|1728|48|48
192|1728|48|48
240|1728|48|48
288|1728|48|48
336|1728|48|48
384|1728|48|48
432|1728|48|48
480|1728|48|48
528|1728|48|48
576|1728|48|48
624|1728|48|48
672|1728|48|48
720|1728|48|48
768|1728|48|48
816|1728|48|48
864|1728|48|48
912|1728|48|48
960|1728|48|48
1008|1728|48|48
1344|1728|48|48
1392|1728|48|48
-96|1776|48|48
-48|1776|48|48
0|1776|48|48
48|1776|48|48
96|1776|48|48
144|1776|48|48
192|1776|48|48
240|1776|48|48
288|1776|48|48
336|1776|48|48
384|1776|48|48
432|1776|48|48
480|1776|48|48
528|1776|48|48
576|1776|48|48
624|1776|48|48
672|1776|48|48
720|1776|48|48
768|1776|48|48
816|1776|48|48
864|1776|48|48
912|1776|48|48
960|1776|48|48
1008|1776|48|48
1056|1776|48|48
1104|1776|48|48
1152|1776|48|48
1200|1776|48|48
1248|1776|48|48
1296|1776|48|48
1344|1776|48|48
1392|1776|48|48
4
Bruna|0|30|30|0|0|4|6|90|205.51|352.599|0|||0|0|0|0|0|0|0|||0|0|0|0|0|0
Kael|1|18|18|20|20|9|2|120|192|331.588|0|||0|0|0|0|0|0|0|||0|0|0|0|0|0
Sara|2|16|16|25|25|3|3|100|192|297.06|0|||0|0|0|0|0|0|0|||0|0|0|0|0|0
Milo|3|15|15|18|18|5|3|95|192|267.016|0|||0|0|0|0|0|0|0|||0|0|0|0|0|0
0
9
Esqueleto Errante|0|22|22|0|0|7|3|80|122|768|1|0
Bandido Aturdidor|2|24|24|0|0|7|4|85|192|786|1|0
Esqueleto Errante II|0|22|22|0|0|7|3|80|262|750|1|0
Rata Gigante|1|12|12|0|0|5|1|130|685|768|2|0
Bandido Aturdidor|2|24|24|0|0|7|4|85|755|786|2|0
Bandido Aturdidor|2|24|24|0|0|7|4|85|1130|768|3|0
Esqueleto Errante|0|22|22|0|0|7|3|80|1200|786|3|0
Esqueleto Errante II|0|22|22|0|0|7|3|80|1270|750|3|0
Capitan Bandido|3|52|52|0|0|8|5|85|1200|1440|4|0
3
72|72|0|Piedra de Fuerza|Arma: sube el ataque en 1, para siempre.|1|2|1|0|0|1
648|504|0|Elixir de Energia|Restaura 1d6+4 de recurso.|0|1|0|1|6|4
1080|648|0|Elixir de Energia|Restaura 1d6+4 de recurso.|0|1|0|1|6|4
